dataset,status,n_features,refinement_type,r2,rmse,complexity,complexity_original,complexity_simplified,seconds,error,noise_strength,expr,expr_simplified
feynman_II_36_38,ok,8,NoRef,0.7929689812474479,0.4381351489290453,76,76,76,10.488460302352905,,0.1,(0.00402 + (0.926 * exp((((0.06580000000000001 + (0.00539 * (-3.4549198528908147 + (1.7383908466088813 * x_7)))) * (((-0.524 + (0.07490000000000001 * (-3.673547657995394 + (1.8008360979627651 * x_5)))) * ((7.17 + (0.746 * (-3.4549198528908147 + (1.7383908466088813 * x_7)))) + ((-4.4 + (23.5 * ((0.4 * (-3.6925070047132977 + (1.818762469791632 * x_6))))**3)) + (((-0.00149 + (-3.471793038256991 + (1.7179484625381287 * x_3))) + ((-0.641 + (-0.8360000000000001 * (-3.25539613447203 + (1.6780200106390297 * x_0)))) + (0.08510000000000001 + (-0.753 * (-3.512647543149536 + (1.747231500909104 * x_1)))))) * ((1.33 + (0.0065699999999999995 * (-3.49247493142665 + (1.7662338946626293 * x_4)))) * ((-0.060000000000000005 + (0.898 * (-3.49247493142665 + (1.7662338946626293 * x_4)))) + (7.12 + (0.0083 * (-3.673547657995394 + (1.8008360979627651 * x_5)))))))))) - ((0.0059 + (-0.00805 * (-3.673547657995394 + (1.8008360979627651 * x_5)))) + (-0.09200000000000001 + (-0.883 * (-3.49247493142665 + (1.7662338946626293 * x_4))))))) - (-0.0217 + (0.29300000000000004 * (-3.644144276541765 + (1.820082555589773 * x_2)))))))),2.7526201191778408*exp(-0.53328418878780356*x_2 + (0.0093699266632218699*x_7 + 0.047177981992918519)*(1.5595845289871017*x_4 + 0.014496730588600259*x_5 + (0.13488262373741112*x_5 - 0.7991487195838551)*(1.2968395715702254*x_7 + (0.011604156687933474*x_4 + 1.307054439700527)*(1.5860780374070411*x_4 + 0.01494693961309095*x_5 + 3.8932670660175065)*(-1.402824728894229*x_0 - 1.315665320184555*x_1 + 1.7179484625381287*x_3 + 1.337351730153227) + 23.5*(0.7275049879166528*x_6 - 1.4770028018853192)**3 + 0.19262978974345182) - 3.027327423096595)) + 0.00402
feynman_II_37_1,ok,3,NoRef,0.9826465122427825,3.08789010518005,34,34,34,15.733836650848389,,0.1,((-77.9 + (-31.2 * (-2.4748604028134427 + (0.8522855070971659 * x_0)))) * (((9.8 + cos(((75.8 + (35.6 * (-2.4748604028134427 + (0.8522855070971659 * x_0)))) - (-1.95 + (0.256 * (-2.5838719309788227 + (0.8503387114696592 * x_2))))))) * ((-0.8320000000000001 + (-0.25 * (-2.5838719309788227 + (0.8503387114696592 * x_2)))) + (-0.0971 + (-0.00818 * (-2.624301235128215 + (0.8456908079177562 * x_1)))))) * (0.050600000000000006 + (0.019000000000000003 * (-2.624301235128215 + (0.8456908079177562 * x_1)))))),(26.59130782143158*x_0 + 0.68435543222059525)*(0.01606812535043737*x_1 + 0.00073827653256391306)*(cos(-30.34136405265911*x_0 + 0.2176867101362328*x_2 + 9.6935591258279879) + 9.8)*(0.006917750808767246*x_1 + 0.2125846778674148*x_2 + 0.26166523315194563)
feynman_II_38_14,ok,2,BFGS,0.9643697461341428,0.04289320186981716,55,47,55,19.393531322479248,,0.1,((-0.008957969414274219 + (-0.0036151212056308615 * (-2.5507774690309435 + (0.8335657750653932 * x_0)))) * (((-0.00783000161472697 + cos(((-10.299999996544434 + (-0.380000006983612 * (-2.5507774690309435 + (0.8335657750653932 * x_0)))) * (-0.23300000140633795 + (34.49999999903576 * (-2.680159988684729 + (0.8643223760263921 * x_1))))))) - (-0.39499999838527305 + (-0.09999964755710894 * inv((0.009257397712006822 + (0.002888557052773838 * (-2.680159988684729 + (0.8643223760263921 * x_1)))))))) * (-3.8699999910175054 + (-0.49399999778739023 * cos((0.002750000292570033 + (-4.099998391311197 * inv((-0.9380193536521793 + (-0.37449022858523595 * (-2.5507774690309435 + (0.8335657750653932 * x_0)))))))))))),(0.0030134413097270278*x_0 - 0.00026340030486496298)*((0.002496644495141276*x_1 + 0.001515602674129298)*(cos((0.3167550003461494*x_0 + 9.3307045404990353)*(29.81912197207711*x_1 - 92.69851960844517)) + 0.38716999677054608) + 0.09999964755710894)*(0.49399999778739023*cos((0.00085844624485325446*x_0 + 4.0999510311257214)/(0.31216223764506847*x_0 - 0.017221883795288349)) + 3.8699999910175054)/(0.002496644495141276*x_1 + 0.001515602674129298)
feynman_II_38_3,ok,4,NoRef,0.9852682498367699,1.0748372425998858,40,36,40,15.226288318634033,,0.1,(((2.5 + (-2.495679074949545 + (0.8362537246328503 * x_0))) * (0.02 + (0.007699999999999999 * (-2.616783341122097 + (0.8781832314186395 * x_3))))) * ((2.0 + (0.75 * (-2.5857619137828576 + (0.8827117374437846 * x_1)))) * ((0.01 + (9.9 * cos((9.9 * (-2.697549234125539 + (0.8870470474820004 * x_2)))))) + (-0.01 + (0.8 * inv((0.0093 + (0.0036 * (-2.697549234125539 + (0.8870470474820004 * x_2)))))))))),(0.8362537246328503*x_0 + 0.004320925050455005)*(0.6620338030828384*x_1 + 0.0606785646628568)*(0.006762010881923523*x_3 - 0.0001492317266401436)*((0.03161435677225849*x_2 - 0.004070654704234214)*cos(8.781765770071804*x_2 - 26.70573741784284) + 0.8)/(0.003193369370935201*x_2 - 0.0004111772428519408)
feynman_II_3_24,ok,2,NoRef,0.9245699805124498,0.015986897170086882,42,36,42,12.609450817108154,,0.1,((((0.07160000000000001 + (-2.5176695361224137 + (0.8572007920001259 * x_0))) - (-5.4 + (97.8 * inv((-0.9870000000000001 + (-0.532 * (-2.4932298491024527 + (0.8505516213027529 * x_1)))))))) * (-0.00616 + (-0.0024 * (-2.5176695361224137 + (0.8572007920001259 * x_0))))) * ((-0.041600000000000005 + (0.00943 * (-2.4932298491024527 + (0.8505516213027529 * x_1)))) + (-0.0026999999999999997 + (-0.008 * cos((0.00735 + (-92.60000000000001 * (-2.4932298491024527 + (0.8505516213027529 * x_1))))))))),(0.002057281900800302*x_0 + 0.00011759311330620732)*((0.8572007920001259*x_0 + 2.9539304638775867)*(0.4524934625330646*x_1 - 0.33939827972250481) + 97.8)*(-0.008020701788884959*x_1 + 0.008*cos(78.76108013263493*x_1 - 230.88043402688715) + 0.067811157477036131)/(0.4524934625330646*x_1 - 0.33939827972250481)
feynman_II_4_23,ok,3,NoRef,0.9696908335805456,0.0059981636926877335,67,42,67,13.684767246246338,,0.1,(((0.0009199999999999999 + inv((((2.91 + (-2.833389203949172 + (0.92120344499104 * x_2))) * (-0.861 + (-0.117 * cos((0.0033599999999999997 + (80.2 * (-2.6450480349990975 + (0.875105235568507 * x_1)))))))) * (-0.2 + (-0.08180000000000001 * (-2.6450480349990975 + (0.875105235568507 * x_1))))))) * (-0.0216 + (-0.00726 * (-2.726174070301242 + (0.8855813319350537 * x_0))))) * (-0.56 + (-0.00743 * (-2.833389203949172 + (0.92120344499104 * x_2))))),(0.00642932046984849*x_0 + 0.001807976249612985)*(0.00684454159628343*x_2 + 0.5389479182146577)*(0.0009199999999999999*(0.07158360826950388*x_1 - 0.01636492926292619)*(0.92120344499104*x_2 + 0.07661079605082816)*(0.117*cos(70.1834398925943*x_1 - 212.12949240692763) + 0.861) + 1)/((0.07158360826950388*x_1 - 0.01636492926292619)*(0.92120344499104*x_2 + 0.07661079605082816)*(0.117*cos(70.1834398925943*x_1 - 212.12949240692763) + 0.861))
feynman_II_6_11,ok,4,NoRef,0.9753522767522078,0.003065427811115513,78,58,78,14.213562488555908,,0.1,(((0.00413 + inv((((0.029800000000000004 + (-3.473970884806541 + (1.7576736275678213 * x_0))) + (3.77 + (0.005549999999999999 * (-3.412369198286662 + (1.7449053370848846 * x_1))))) * (0.663 + (0.28300000000000003 * (-3.466501049439632 + (1.7135096701193169 * x_3))))))) * (-0.626 + (-0.884 * (-3.423012712168896 + (1.7317141236151294 * x_2))))) * (((-4.64 + (-3.466501049439632 + (1.7135096701193169 * x_3))) + ((-0.029300000000000003 + (0.621 * cos((15.5 + (16.5 * (-3.473970884806541 + (1.7576736275678213 * x_0))))))) - (-0.0046 + (-0.012100000000000001 * (-3.412369198286662 + (1.7449053370848846 * x_1)))))) * ((-0.041600000000000005 + (0.00389 * (-3.423012712168896 + (1.7317141236151294 * x_2)))) * (0.149 + (0.039700000000000006 * (-3.412369198286662 + (1.7449053370848846 * x_1))))))),-(0.069272741882269929*x_1 + 0.013528942828019491)*(0.006736367940862853*x_2 - 0.05491551945033701)*(1.5308352852757744*x_2 - 2.399943237557304)*(0.00413*(0.48492323664376673*x_3 - 0.31801979699141593)*(1.7576736275678213*x_0 + 0.0096842246208211079*x_1 + 0.30689046614296807) + 1)*(0.021113354578727105*x_1 + 1.7135096701193169*x_3 + 0.621*cos(29.001614854869051*x_0 - 41.82051959930793) - 8.1724907167389003)/((0.48492323664376673*x_3 - 0.31801979699141593)*(1.7576736275678213*x_0 + 0.0096842246208211079*x_1 + 0.30689046614296807))
feynman_II_6_15a,ok,6,NoRef,0.9260788659546699,0.0985874595159449,73,73,73,17.048357486724854,,0.1,((((0.0536 * (-3.6153250605869824 + (1.7887668278887368 * x_4))) - (-0.0161 + (0.09190000000000001 * (-3.587281008481665 + (1.8104534573853899 * x_3))))) + (-0.7170000000000001 + (-0.184 * (-3.478817506470138 + (1.722491710743543 * x_5))))) * ((-0.21300000000000002 + (37.7 * inv((3.37 + (-3.3402239085436296 + (1.6902763339957814 * x_0)))))) * ((0.015500000000000002 + (0.0045 * (-3.4212794043995127 + (1.7310890036930104 * x_1)))) * (-0.00886 + (-0.009949999999999999 * exp(((3.48 + (0.155 * cos(((-9.98 + (7.82 * (-3.3402239085436296 + (1.6902763339957814 * x_0)))) * ((0.037200000000000004 + (0.00039999999999999996 * (-3.6153250605869824 + (1.7887668278887368 * x_4)))) - (((-99.0 + (-3.4212794043995127 + (1.7310890036930104 * x_1))) - (-0.7240000000000001 + (-48.7 * (-3.587281008481665 + (1.8104534573853899 * x_3))))) * (0.4 + (-0.04190000000000001 * (-3.3402239085436296 + (1.6902763339957814 * x_0)))))))))) - (0.08990000000000001 + (1.95 * (-3.5442362624045955 + (1.7290625791858034 * x_2))))))))))),(-0.21300000000000002 + 37.7/(1.6902763339957814*x_0 + 0.029776091456370505))*(0.0077899005166185462*x_1 + 0.00010424268020219601)*(-296.24238393343988*exp(-3.3716720294123166*x_2 + 0.155*cos((13.217960931847011*x_0 - 36.100550964811185)*(0.00071550673115549465*x_4 - (0.53995538176797814 - 0.070822578394423258*x_0)*(1.7310890036930104*x_1 + 88.169083374668493*x_3 - 276.39786451745661) + 0.035753869975765211))) - 0.00886)*(-0.16638067273371735*x_3 + 0.095877901974836296*x_4 - 0.3169384747768119*x_5 + 0.07509212262250806)
feynman_II_6_15b,ok,4,NoRef,0.9124312076590005,0.009116086737204368,112,80,112,25.30102229118347,,0.1,((-0.004889999999999999 + (0.132 * cos((-0.6960000000000001 + (-3.574168123804971 + (1.7856360285208566 * x_2)))))) * ((-0.00471 + (-0.00142 * cos(((-0.233 + (-79.5 * (-3.6124386164696762 + (1.7575565979989267 * x_3)))) - (6.2 + (66.3 * arctan((51.6 + (0.515 * (-3.6124386164696762 + (1.7575565979989267 * x_3))))))))))) * ((-0.0413 + (-60.7 * inv(((0.0333 + (0.008369999999999999 * (-3.5132747487246787 + (1.7460712803704583 * x_0)))) * ((0.009389999999999999 + (10.9 * ((2.94 + (-3.6124386164696762 + (1.7575565979989267 * x_3))))**2)) * (0.63 + (-0.0057599999999999995 * (-3.5132747487246787 + (1.7460712803704583 * x_0))))))))) * ((0.002 + (-0.22 * (-3.4219568305138166 + (1.7204774630147597 * x_1)))) + (-0.9540000000000001 + (0.00514 * inv((0.0699 + (-0.9510000000000001 * (-3.574168123804971 + (1.7856360285208566 * x_2))))))))))),-((0.37850504186324714*x_1 + 0.19916949728696044)*(1.6981398631233348*x_2 - 3.468933885738528) + 0.00514)*(0.0413*(0.010057370574933839*x_0 - 0.65023646255265415)*(0.014614616616700734*x_0 + 0.0038938903531744461)*(10.9*(1.7575565979989267*x_3 - 0.67243861646967625)**2 + 0.009389999999999999) - 60.7)*(0.132*cos(1.7856360285208566*x_2 - 4.270168123804971) - 0.004889999999999999)*(0.00142*cos(139.72574954091467*x_3 + 66.3*atan(0.90514164796944727*x_3 + 49.739594112518118) - 280.75587000933926) + 0.00471)/((0.010057370574933839*x_0 - 0.65023646255265415)*(0.014614616616700734*x_0 + 0.0038938903531744461)*(1.6981398631233348*x_2 - 3.468933885738528)*(10.9*(1.7575565979989267*x_3 - 0.67243861646967625)**2 + 0.009389999999999999))
feynman_II_8_31,ok,2,NoRef,0.9632593469913465,2.466509029515323,30,30,30,14.037058591842651,,0.1,((0.2 + (0.07 * (-2.752389043981485 + (0.9048032319317431 * x_0)))) * (3.0 + (0.09000000000000001 * (((0.3 + (0.12000000000000001 * (-2.653907254924258 + (0.8509274823888617 * x_1)))) * (92.0 + (-8.0 * sin((-0.7000000000000001 + (-23.0 * (-2.653907254924258 + (0.8509274823888617 * x_1)))))))))**2))),(0.06333622623522202*x_0 + 0.007332766921296044)*(0.09000000000000001*(0.10211129788666341*x_1 - 0.018468870590910997)**2*(8.0*sin(19.57133209494382*x_1 - 60.33986686325793) + 92.0)**2 + 3.0)
feynman_II_8_7,ok,3,NoRef,0.9195264843414778,0.02619606608094078,104,66,104,14.285322666168213,,0.1,(((9.48 + (-2.6690271729427253 + (0.8807282537045857 * x_1))) + (-0.28 + (-0.8330000000000001 * (-2.669435878248962 + (0.9227695518217146 * x_2))))) * ((0.0016699999999999998 + (43.7 * (((-0.0444 + (0.00291 * (-2.669435878248962 + (0.9227695518217146 * x_2)))) * ((-0.042300000000000004 + (0.12100000000000001 * inv(((0.00971 + (0.0030299999999999997 * (-2.6690271729427253 + (0.8807282537045857 * x_1)))) * ((0.0374 + (-0.782 * (-2.669435878248962 + (0.9227695518217146 * x_2)))) - (4.83 + (0.037500000000000006 * (-2.6690271729427253 + (0.8807282537045857 * x_1))))))))) * (-0.8570000000000001 + (-0.325 * (-2.817692762706578 + (0.922060438168705 * x_0)))))))**2)) * (0.00851 + (-0.0014 * sin((0.0898 + (77.3 * (-2.6690271729427253 + (0.8807282537045857 * x_1))))))))),-(43.7*(0.299669642404829*x_0 - 0.05875014787963778)**2*(0.002685259395801189*x_2 - 0.05216805840570448)**2*(0.042300000000000004*(0.0026686066087248944*x_1 + 0.001622847665983543)*(0.033027309513921969*x_1 + 0.7216057895245808*x_2 + 2.6050126242239595) + 0.12100000000000001)**2 + 0.0016699999999999998*(0.0026686066087248944*x_1 + 0.001622847665983543)**2*(0.033027309513921969*x_1 + 0.7216057895245808*x_2 + 2.6050126242239595)**2)*(0.0014*sin(68.08029401136447*x_1 - 206.22600046847266) - 0.00851)*(0.8807282537045857*x_1 - 0.7686670366674884*x_2 + 8.7546129136386607)/((0.0026686066087248944*x_1 + 0.001622847665983543)**2*(0.033027309513921969*x_1 + 0.7216057895245808*x_2 + 2.6050126242239595)**2)
feynman_I_10_7,ok,3,BFGS,0.871570049041436,0.42400792903110424,76,76,76,14.495718717575073,,0.1,(((-0.05980007113114792 + abs((0.006850071131147916 + (-0.07409960272230229 * sqrt((31.19999999952814 + (0.022500000129437897 * (-5.100574389259935 + (3.343197439644897 * x_1))))))))) - ((0.00664003922751095 + (-0.09679997452215518 * cos((-97.00000000061607 + (0.9558242739544038 * (((5.38000087327744 + (67.3000461511902 * inv((-0.5669210717402745 + (-3.468260823868103 + (0.5144108989083627 * x_2)))))) * ((-27.70011459355822 + (-0.002270340583463691 * (-2.588106740665522 + (0.887566173182724 * x_0)))) - (-0.7808854064417816 + (0.5270492003155346 * (-5.100574389259935 + (3.343197439644897 * x_1)))))))**2))))) * (0.5599999959744141 + (0.031100001560882412 * (-5.100574389259935 + (3.343197439644897 * x_1)))))) * ((9.000000000914557 + (3.5699999902803317 * (-2.588106740665522 + (0.887566173182724 * x_0)))) - (0.4749999990854426 + (0.009899999943901748 * tan((0.061399999990911815 + (0.0010000000012495716 * (-3.468260823868103 + (0.5144108989083627 * x_2))))))))),(3.1686112296354759*x_0 - 0.009899999943901748*tan(0.00051441089955115595*x_2 + 0.057931739162709872) - 0.71454103719125995)*(-(0.00664003922751095 - 0.09679997452215518*cos(0.9558242739544038*(5.38000087327744 + 67.3000461511902/(0.5144108989083627*x_2 - 4.035181895608377))**2*(-0.002015077503486301*x_0 - 1.762029537061786*x_1 - 24.22509965033942)**2 - 97.00000000061607))*(0.10397344559129438*x_1 + 0.40137212450703327) + Abs(0.07409960272230229*sqrt(0.075221942824746629*x_1 + 31.085237075109584) - 0.006850071131147916) - 0.05980007113114792)
feynman_I_11_19,ok,6,NoRef,0.6934508551718699,5.101145556522096,65,65,65,15.766988515853882,,0.1,(((0.00869 * (((8.58 + (0.634 * (-2.676096923467062 + (0.9079286415109341 * x_2)))) * (((0.05500000000000001 * (-2.7479829985177977 + (0.8948864386578299 * x_3))) - (-0.7060000000000001 + (0.05550000000000001 * cos((-0.638 + (-50.4 * (-2.6471928306298094 + (0.885966881026239 * x_4)))))))) + (0.259 + (-0.035800000000000005 * abs((4.3100000000000005 + (-2.91 * (-2.4827020613216004 + (0.8474431728639252 * x_0))))))))))**2) * ((0.0030099999999999997 + (-0.042300000000000004 * inv(((-0.00027 + (-0.526 * (-2.695030893403317 + (0.8307952953518407 * x_5)))) - (-0.0134 + (0.0062699999999999995 * (-2.4827020613216004 + (0.8474431728639252 * x_0)))))))) + (61.9 + (8.08 * (-2.695030893403317 + (0.8307952953518407 * x_5)))))) + ((-0.9400000000000001 + (3.99 * (-2.4909796979027035 + (0.8495365704084542 * x_1)))) + (0.0148 + (4.08 * (-2.6471928306298094 + (0.885966881026239 * x_4)))))),3.389650915929732*x_1 + 3.61474487458706*x_4 + 0.00869*(0.5756267587179322*x_2 + 6.883354550521883)**2*(6.712825986442873*x_5 + 40.127160381301197 - 0.042300000000000004/(-0.0053134686938568106*x_0 - 0.4369983253550682*x_5 + 1.4462827918546312))*(0.04921875412618065*x_3 - 0.05550000000000001*cos(44.6527308037224*x_4 - 132.78051866374239) - 0.035800000000000005*Abs(2.466059633034022*x_0 - 11.534662998445858) + 0.81386093508152121)**2 - 21.66475574360141
feynman_I_12_1,ok,2,NoRef,0.9542495964273867,1.0764856912960898,43,43,43,21.39761996269226,,0.1,((-0.0937 + (-0.0366 * (-2.566602023658053 + (0.8997949016063425 * x_0)))) * ((-48.9 + (7.7 * cos((-0.0873 + (-0.00571 * (((-5.13 + (-0.00073 * tan((-0.018500000000000003 * (-2.566602023658053 + (0.8997949016063425 * x_0)))))) + (0.627 + (-1.22 * ((4.92 + (8.6 * (-2.566602023658053 + (0.8997949016063425 * x_0)))))**2))))**3))))) * (1.87 + (0.656 * (-2.878930580317207 + (0.928002407756839 * x_1)))))),(0.0002376340658847356 - 0.03293249339879214*x_0)*(0.608769579488486*x_1 - 0.01857846068808777)*(7.7*cos(0.00571*(-1.22*(7.738236153814545*x_0 - 17.15277740345925)**2 + 0.00073*tan(0.016646205679717339*x_0 - 0.047482137437673988) - 4.503)**3 + 0.0873) - 48.9)
feynman_I_12_11,ok,5,NoRef,0.9709873444672612,4.348188761039755,59,59,59,15.353797435760498,,0.1,((-0.09190000000000001 + (-3.69 * ((5.08 + (-2.7336069787470243 + (0.8973963259979115 * x_0))))**2)) * (((0.34 + (0.13 * (-2.577161210079287 + (0.8594599513383012 * x_3)))) * ((-0.009089999999999999 + (-0.0032099999999999997 * (-2.6603944928985346 + (0.9006524322203873 * x_2)))) * ((0.00547 + (0.07740000000000001 * (-2.577161210079287 + (0.8594599513383012 * x_3)))) - ((0.00787 + (0.035500000000000004 * ((-3.6 + (-4.2700000000000005 * arctan((-0.00698 + (0.0045 * (-2.6846738802725283 + (0.8727114307740083 * x_1))))))))**3)) + (0.00789 + (-81.0 * sin((0.187 + (-1.44 * (-2.5860302835261004 + (0.8650529647164638 * x_4))))))))))) - (0.0902 + (0.0434 * (-2.6846738802725283 + (0.8727114307740083 * x_1)))))),(-3.69*(0.8973963259979115*x_0 + 2.3463930212529758)**2 - 0.09190000000000001)*(-0.03787567609559196*x_1 + (-0.0028910943074274429*x_2 - 0.00055013367779570364)*(0.1117297936739792*x_3 + 0.004969042689692706)*(0.06652220023358452*x_3 - 0.035500000000000004*(-4.2700000000000005*atan(0.003927201438483037*x_1 - 0.019061032461226377) - 3.6)**3 - 81.0*sin(1.245676269191708*x_4 - 3.9108836082775844) - 0.2097622776601368) + 0.026314846403827729)
feynman_I_12_2,ok,4,NoRef,0.9437061142851947,0.027980133944920244,74,63,74,15.258301973342896,,0.1,((((((0.7070000000000001 + exp((-0.5860000000000001 + (-2.12 * (-2.5317902960514966 + (0.853150896025948 * x_3)))))) - (-0.34500000000000003 + (0.271 * sin((-0.685 + (44.9 * (-2.8539742313544565 + (0.9239149687966296 * x_0)))))))) * (-0.138 + (-0.041 * (-2.8539742313544565 + (0.9239149687966296 * x_0))))) * ((0.00834 + (0.013000000000000001 * (-2.556480029432039 + (0.8349043469624741 * x_2)))) - (0.08800000000000001 + (0.0033699999999999997 * (-2.8539742313544565 + (0.9239149687966296 * x_0)))))) * (0.058100000000000006 + (0.006189999999999999 * (-2.617184116087947 + (0.8521397663891764 * x_1))))) * (((-0.0322 * (-2.8539742313544565 + (0.9239149687966296 * x_0))) * (0.0517 + (0.0476 * (-2.556480029432039 + (0.8349043469624741 * x_2))))) + (-0.169 + (-0.64 * inv((-0.0279 + (-0.00877 * (-2.556480029432039 + (0.8349043469624741 * x_2))))))))),(0.03788051372066182*x_0 + 0.02098705651446729)*(0.005274745153949001*x_1 + 0.041899630321415617)*((0.007322111122860898*x_2 + 0.005479670141881019)*((0.02975006199525147*x_0 - 0.091897970249613498)*(0.03974144691541377*x_2 - 0.06998844940096506) + 0.169) - 0.64)*((0.271*sin(41.48378209896867*x_0 - 128.82844298781509) - 1.0520000000000001)*exp(1.80867989957501*x_3) - 119.27066756066144)*(0.0031135934448446415*x_0 - 0.010853756510512164*x_2 + 0.103276347222952)*exp(-1.80867989957501*x_3)/(0.007322111122860898*x_2 + 0.005479670141881019)
feynman_I_12_4,ok,3,NoRef,0.9217098604627451,0.006866542594848226,61,61,61,15.706471920013428,,0.1,((0.00599 + (-46.6 * inv(((80.0 + (-0.078 * (-2.610281525456201 + (0.8563534632402007 * x_0)))) - (((0.09200000000000001 + (11.0 * sin(((-0.525 + (-47.5 * (-2.6386330449565643 + (0.8571845166463317 * x_2)))) * ((0.383 + (-58.0 * (-2.6386330449565643 + (0.8571845166463317 * x_2)))) * (-0.4 + (-0.0548 * sqrt((3.33 + (0.00862 * (-2.506670832800553 + (0.8357722543545856 * x_1)))))))))))) + (3.61 + (-20.0 * (-2.506670832800553 + (0.8357722543545856 * x_1))))) - (-0.06860000000000001 + (7.22 * (-2.506670832800553 + (0.8357722543545856 * x_1))))))))) * ((1.6400000000000001 + (0.633 * (-2.610281525456201 + (0.8563534632402007 * x_0)))) * (-0.0030399999999999997 + (-0.0056 * exp((-0.00242 + (-1.23 * (-2.6386330449565643 + (0.8571845166463317 * x_2))))))))),(-0.0030399999999999997 - 0.14343260065783421*exp(-1.054336955474988*x_2))*(0.00599 - 46.6/(-0.06679557013273565*x_0 + 22.74972076353182*x_1 - 11.0*sin((124.8100696354368 - 40.71626454070076*x_2)*(153.42371660748073 - 49.71670196548724*x_2)*(-0.0548*sqrt(0.007204356832536527*x_1 + 3.308392497421259) - 0.4)) + 8.201421890154533))*(0.5420717422310471*x_0 - 0.012308205613775155)
feynman_I_12_5,ok,2,NoRef,0.9485160749993157,1.106257476296263,42,42,42,15.846479892730713,,0.1,(((-6.73 + sin((((0.0016699999999999998 + (-2.7429584544718253 + (0.9245535089554948 * x_1))) + (-5.33 + (6.54 * (-2.643473215745853 + (0.8815481695584527 * x_0))))) * (0.00614 + (-4.69 * (-2.7429584544718253 + (0.9245535089554948 * x_1))))))) * ((-0.09290000000000001 + (-0.023500000000000004 * (-2.643473215745853 + (0.8815481695584527 * x_0)))) * (7.21 + (0.8310000000000001 * (-2.643473215745853 + (0.8815481695584527 * x_0)))))) * (-0.337 + (21.2 * ((0.32 + (0.053500000000000006 * (-2.7429584544718253 + (0.9245535089554948 * x_1)))))**2))),(0.020716381984623642*x_0 + 0.030778379429972455)*(0.7325665289030743*x_0 + 5.013273757715196)*(21.2*(0.049463612729118978*x_1 + 0.17325172268575734)**2 - 0.337)*(sin((4.336155957001271*x_1 - 12.870615151472862)*(5.765325028912281*x_0 + 0.9245535089554948*x_1 - 25.359603285449704)) + 6.73)
feynman_I_13_12,ok,5,NoRef,0.8916179496333102,3.1984207315984627,79,69,79,16.748610973358154,,0.1,((-0.253 + (-0.10600000000000001 * (-2.384599847508499 + (0.8257596665344117 * x_4)))) * ((((-9.49 + cos((0.332 + (8.46 * (-2.6701260084176734 + (0.8768008800903796 * x_1)))))) - ((0.115 + (-3.17 * (-2.5612832345666563 + (0.8379805705041466 * x_3)))) - ((-0.43 + (0.00313 * (-2.7093703865142946 + (0.8748960358981902 * x_2)))) * (-0.301 + (6.61 * inv((1.75 + (-0.00344 * (-2.668801708030412 + (0.8819198439156285 * x_0)))))))))) * (((3.0300000000000002 + (-2.6701260084176734 + (0.8768008800903796 * x_1))) * (3.38 + (1.36 * (-2.668801708030412 + (0.8819198439156285 * x_0))))) * ((0.00987 + (-7.07 * (-2.5612832345666563 + (0.8379805705041466 * x_3)))) - (0.0413 + (-6.8500000000000005 * (-2.7093703865142946 + (0.8748960358981902 * x_2))))))) * (0.0762 + (0.055900000000000005 * sin((4.42 + (0.521 * (-2.7093703865142946 + (0.8748960358981902 * x_2))))))))),(1.199410987725255*x_0 - 0.2495703229213607)*(0.8768008800903796*x_1 + 0.3598739915823268)*(0.087530524652647648*x_4 + 0.00023241616409908333)*(-(0.0009131750831839983*x_0 + 6.080486615959437)*(0.002738424592361335*x_2 - 0.43848032930978974) + (0.003033804263069762*x_0 - 1.759180677875625)*(2.656398408498145*x_3 + cos(7.417735445564612*x_1 - 22.257266031213519) - 17.724267853576301))*(0.055900000000000005*sin(0.4558208347029571*x_2 + 3.0084180286260524) + 0.0762)*(-5.9930378459026033*x_2 + 5.924522633464317*x_3 + 0.48234467923665858)/(0.003033804263069762*x_0 - 1.759180677875625)
feynman_I_13_4,ok,4,NoRef,0.9428640337088736,6.1089072119562715,38,38,38,14.771435737609863,,0.1,(((8.790000000000001 + cos((42.6 * (-2.7370812263130415 + (0.902756266590703 * x_0))))) + ((0.596 + (1.81 * (-2.5379950056480767 + (0.8946994347622791 * x_3)))) + (-0.00554 + (-0.00162 * (-2.7370812263130415 + (0.902756266590703 * x_0)))))) * (((0.0917 + (-2.6220737557332443 + (0.8728146501207767 * x_1))) + (0.00618 + (3.97 * ((-0.9870000000000001 + (-0.115 * (-2.548140169947589 + (0.8525284766606351 * x_2)))))**2))) * (1.1500000000000001 + (0.42600000000000005 * (-2.7370812263130415 + (0.902756266590703 * x_0)))))),(0.38457416956763951*x_0 - 0.015996602409355716)*(0.8728146501207767*x_1 + 3.97*(0.09804077481597304*x_2 + 0.6939638804560274)**2 - 2.5241937557332443)*(-0.00146246515187694*x_0 + 1.619405976919725*x_3 + cos(38.457416956764*x_0 - 116.59966024093557) + 4.7911231113636091)
